time_s,servo_angle,ball_position
8.69,3.99057718576447,244.880905074925
8.7,3.94104775291155,244.917185534807
8.71,3.94103947146503,244.943325958132
8.72,3.94103119001851,244.958652304544
8.73,3.94102290857199,244.962731250487
8.74,3.94101462712547,244.955290312024
8.75,0.670266443839782,244.9361624963
8.76,0.670260060089412,244.905596960376
8.77,0.670253676339042,244.864922456434
8.78,0.670247292588672,244.816313856836
8.79,0.670240908838302,244.761717277811
8.8,-3.14665705007081,244.702529988783
8.81,-3.14668679707193,244.640221000422
8.82,-3.14671654407305,244.577174978682
8.83,-3.14674629107417,244.516443292109
8.84,-3.14677603807529,244.460556196406
8.85,-4.30359955821239,244.411237299416
8.86,-4.30365843448245,244.369823626756
8.87,-4.30371731075251,244.337637749891
8.88,-4.30377618702257,244.316007930476
8.89,-4.30383506329262,244.305945838372
8.9,-1.79331181113363,244.308111278185
8.91,-1.79338100000581,244.322625662989
8.92,-1.79345018887799,244.34857998249
8.93,-1.79351937775018,244.384331830131
8.94,-1.79358856662236,244.428431844592
8.95,2.26094850862175,244.479877197059
8.96,2.26089649634145,244.537543975865
8.97,2.26084448406116,244.599224098494
8.98,2.26079247178086,244.661819865616
8.99,2.26074045950057,244.722737973993
9,4.42106980385225,244.780213001063
9.01,4.42104782515236,244.832808790362
9.02,4.42102584645247,244.878808651639
9.03,4.42100386775257,244.91620538121
9.04,4.42098188905268,244.943404988701
9.05,2.93901621300715,244.959341787821
9.06,2.93901214718593,244.963419916237
9.07,2.93900808136471,244.955759971699
9.08,2.93900401554349,244.937026242387
9.09,2.93899994972227,244.907878969838
9.1,-0.94497678747459,244.868804310402
9.11,-0.94498990704355,244.820608923427
9.12,-0.94500302661251,244.765232345642
9.13,-0.945016146181469,244.705485643393
9.14,-0.945029265750429,244.643814961794
9.15,-4.03773306388177,244.581948036558
9.16,-4.03777486907812,244.521493101723
9.17,-4.03781667427446,244.464673822236
9.18,-4.0378584794708,244.41415275419
9.19,-4.03790028466715,244.372075490479
9.2,-3.70149113164718,244.339873242111
9.21,-3.70155714432297,244.31847486297
9.22,-3.70162315699876,244.308351632875
9.23,-3.70168916967455,244.309673724272
9.24,-3.70175518235034,244.322495994742
9.25,-0.206890650708247,244.34683925672
9.26,-0.206955966782575,244.382288558509
9.27,-0.207021282856903,244.427232952723
9.28,-0.207086598931231,244.479168364535
9.29,-0.207151915005559,244.53594059541
9.3,3.48351710698255,244.596066792416
9.31,3.4834767136618,244.65815544124
9.32,3.48343632034104,244.719979610089
9.33,3.48339592702028,244.778583438847
9.34,3.48335553369952,244.831537986771
9.35,4.26740832510537,244.877203547974
9.36,4.26739604546017,244.914357775562
9.37,4.26738376581497,244.941908292587
9.38,4.26737148616977,244.958811671218
9.39,4.26735920652456,244.964282903702
9.4,1.55655578877285,244.95780377427
9.41,1.55655156915027,244.939303169772
9.42,1.5565473495277,244.909690177885
9.43,1.55654312990513,244.870640992321
9.44,1.55653891028255,244.823682132095
9.45,-2.42776115542122,244.76991609809
